0	-39.892860	0.006812	352.201263
1	-41.107311	0.007569	251.572342
2	-44.340828	0.005081	452.830200
3	-45.929848	0.004302	251.572342
4	-45.675354	0.004329	503.144684
5	-43.041039	0.006320	201.257858
6	-42.782185	0.006350	301.886810
7	-47.265240	0.003484	1006.289368
8	-48.471584	0.003130	704.402527
9	-44.615234	0.004703	452.830200
10	-45.944077	0.004347	452.830200
11	-46.989723	0.003727	553.459106
12	-45.937363	0.004228	603.773621
13	-49.858822	0.002637	704.402527
14	-45.821980	0.004406	402.515717
15	-48.018108	0.003182	805.031433
16	-49.104969	0.002932	704.402527
17	-47.272373	0.003388	754.716980
18	-45.199574	0.004318	1257.861572
19	-45.041271	0.004762	805.031433
20	-43.498604	0.005792	352.201263
21	-43.738480	0.004477	1056.603760
22	-47.262581	0.003716	301.886810
23	-49.381100	0.002937	553.459106
24	-47.221291	0.003466	654.088074
25	-44.077248	0.005304	402.515717
26	-42.067848	0.006982	503.144684
27	-41.040710	0.008549	0.000000
28	-44.630466	0.004675	503.144684
29	-47.734020	0.003275	805.031433
30	-49.522083	0.002820	553.459106
31	-49.166058	0.002950	654.088074
32	-46.929005	0.003808	352.201263
33	-46.892490	0.003755	503.144684
34	-41.932480	0.007012	301.886810
35	-48.371586	0.003129	704.402527
36	-46.531288	0.003707	1006.289368
37	-48.013889	0.003374	402.515717
38	-47.453953	0.003314	1056.603760
39	-50.534924	0.002442	1056.603760
40	-48.887009	0.002903	1459.119385
41	-45.084110	0.004409	352.201263
42	-46.487724	0.003951	402.515717
43	-44.709049	0.005098	201.257858
44	-46.979424	0.003751	654.088074
45	-47.181087	0.003338	855.345886
46	-49.452869	0.002740	905.660400
47	-44.286362	0.005107	503.144684
48	-44.692032	0.005122	301.886810
49	-44.156956	0.005305	251.572342
50	-45.719990	0.004297	402.515717
51	-50.382114	0.002441	855.345886
52	-49.653870	0.002815	905.660400
53	-49.855530	0.002647	805.031433
54	-47.091938	0.003566	754.716980
55	-45.968548	0.004073	452.830200
56	-45.431656	0.004496	352.201263
57	-47.126049	0.003566	452.830200
58	-45.244698	0.004368	452.830200
59	-49.875603	0.002640	1006.289368
60	-48.494865	0.003027	805.031433
61	-47.510204	0.003450	704.402527
62	-50.355839	0.002540	955.974792
63	-48.297153	0.003158	855.345886
64	-47.502396	0.003542	754.716980
65	-47.352150	0.003397	905.660400
66	-49.336029	0.002872	754.716980
67	-47.072617	0.003745	301.886810
68	-47.106155	0.003675	503.144684
69	-50.249573	0.002499	1056.603760
